sub_ID,Q6_consent,Q8_covid_info,Q9_covid_knowledge,Q10_rank_attention_to_news,Q13_1_trust_doctor_news,Q13_trust_hospital_news,Q13_trust_cdc_news,Q13_trust_government_news,Q14_confidence_us_government,Q16_Belief_scientists_understand_covid,Q17_concerned_outbreak,Q18_likely_to_catch_covid,Q20_ability_to_protect_self,Q21_expected_symptom_severity,Q101_confidence_in_authority,Q23_risk_exaggerated,Q27_wearing_mask,Q35_take_vaccine_,Q40_age,Q40_age_bin,Q41_gender,Q74_education,Q84_community,Q43_health_1_5_,Q39_flu_vaccine,Q44_contact_covid,Q85_pre_exisiting_conditions,Q92_friends_family_preexisiting_conditions
240,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,5,6,A lot,51,76,1,42,strongly agree,everyone,definitely,19,18-19,m,highschool graduate,suburb,4,TRUE,no,no,yes
241,1,A lot, A moderate amount,10,FALSE,FALSE,TRUE,FALSE,4,9, A moderate amount,48,84,4,51,somewhat disagree,sick people,definitely,19,18-19,f,2 year degree,large city,2,FALSE,no,no,no
243,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,3,7,A lot,69,89,5,18,strongly disagree,sick people,definitely,29,25-29,f,doctorate,small city/town,2,TRUE,no,yes,yes
244,1, A moderate amount, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,1,9, A moderate amount,52,86,4,42,strongly disagree,sick people,definitely,64,60-64,f,some college,suburb,2,TRUE,no,yes,yes
245,1,A lot, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,2,7,A little,22,73,4,21,somewhat disagree,sick people,probably,26,25-29,f,professional degree,suburb,3,FALSE,no,no,yes
247,1, A moderate amount, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,2,6, A moderate amount,35,67,3,31,strongly disagree,sick people,definitely,39,35-39,f,doctorate,suburb,4,TRUE,no,no,no
249,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,3,7, A moderate amount,70,40,2,5,somewhat disagree,sick people,definitely,38,35-39,f,doctorate,suburb,5,TRUE,no,no,no
250,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,3,8, A moderate amount,21,95,2,40,strongly disagree,sick people,definitely,60,60-64,f,doctorate,rural area,5,TRUE,no,no,no
251,1,A lot,A little,7,FALSE,FALSE,TRUE,FALSE,2,5,A lot,65,50,3,0,strongly disagree,sick people,probably,28,25-29,f, 4 year degree,small city/town,2,TRUE,no,yes,no
252,1,A lot,A lot,8,TRUE,FALSE,TRUE,FALSE,1,5,A little,51,70,2,15,strongly disagree,sick people,definitely,39,35-39,f,doctorate,small city/town,3,TRUE,no,yes,yes
254,1,A lot, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,2,6, A moderate amount,30,100,2,50,somewhat disagree,sick people,probably_not,29,25-29,f, 4 year degree,suburb,4,FALSE,no,no,no
256,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,5,5,A lot,50,50,2,43,strongly disagree,sick people,definitely,21,20-24,f,some college,suburb,3,FALSE,no,no,yes
258,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,10,8,A little,75,100,3,65,somewhat disagree,sick people,definitely,21,20-24,m,some college,suburb,4,TRUE,no,no,yes
260,1,A lot, A moderate amount,9,FALSE,FALSE,FALSE,FALSE,2,9, A moderate amount,70,70,3,10,strongly agree,sick people,definitely,55,55-59,f,doctorate,suburb,4,TRUE,no,no,yes
264,1,A lot,A little,7,TRUE,TRUE,FALSE,FALSE,0,6, A moderate amount,33,70,3,41,strongly disagree,sick people,probably,21,20-24,f, 4 year degree,suburb,3,TRUE,unsure,no,no
266,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,4,6,A little,35,90,2,50,strongly disagree,sick people,definitely,23,20-24,f,professional degree,large city,5,TRUE,no,no,yes
269,1,A lot,A lot,8,TRUE,TRUE,TRUE,FALSE,1,3, A moderate amount,75,88,3,30,strongly disagree,sick people,definitely,21,20-24,f,some college,suburb,4,TRUE,unsure,yes,yes
271,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,4,2,A little,90,70,2,10,somewhat disagree,sick people,definitely,19,18-19,f,some college,suburb,4,TRUE,no,no,yes
273,1,A lot, A moderate amount,6,FALSE,FALSE,FALSE,FALSE,2,6,A lot,10,94,2,40,strongly disagree,sick people,definitely,23,20-24,f,some college,suburb,3,TRUE,no,no,no
274,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,3,6, A moderate amount,56,70,4,55,somewhat disagree,everyone,definitely,19,18-19,nb,some college,rural area,2,TRUE,no,yes,yes
278,1,A lot, A moderate amount,4,FALSE,FALSE,TRUE,FALSE,2,8,A lot,8,92,3,71,somewhat disagree,everyone,definitely,24,20-24,f,highschool graduate,suburb,4,TRUE,unsure,no,no
280,1,A lot, A moderate amount,9,FALSE,FALSE,FALSE,FALSE,4,7, A moderate amount,82,51,3,51,strongly disagree,sick people,probably,22,20-24,m,some college,large city,3,FALSE,unsure,unsure,yes
281,1,A lot, A moderate amount,9,TRUE,FALSE,TRUE,FALSE,0,7,A little,52,84,3,83,somewhat disagree,sick people,definitely,43,40-44,f,doctorate,suburb,4,TRUE,no,no,no
283,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,5,8, A moderate amount,51,70,4,50,somewhat disagree,sick people,definitely,44,40-44,f,doctorate,small city/town,4,FALSE,no,no,yes
288,1,A lot,A little,8,FALSE,FALSE,TRUE,FALSE,7,6, A moderate amount,61,81,2,30,strongly disagree,sick people,definitely,20,20-24,f, 4 year degree,small city/town,3,TRUE,no,no,unsure
291,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,2,8,A lot,80,100,3,66,strongly disagree,sick people,definitely,20,20-24,m,2 year degree,suburb,2,FALSE,no,yes,yes
292,1, A moderate amount, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,8,5, A moderate amount,63,83,3,61,somewhat disagree,sick people,probably,64,60-64,f,some college,suburb,3,TRUE,no,yes,yes
294,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,1,4,A little,91,50,2,2,somewhat disagree,sick people,definitely,47,45-49,f,doctorate,suburb,5,TRUE,unsure,no,yes
296,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,5,5,Not at all,22,63,3,35,strongly disagree,sick people,definitely,38,35-39,f,professional degree,suburb,5,TRUE,no,no,yes
298,1, A moderate amount,A little,7,FALSE,FALSE,FALSE,FALSE,4,6,A little,50,70,3,40,somewhat disagree,everyone,definitely,27,25-29,m, 4 year degree,suburb,3,FALSE,unsure,yes,yes
300,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,3,7,A lot,71,91,2,10,strongly disagree,everyone,definitely,19,18-19,f,some college,suburb,3,TRUE,no,no,no
301,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,6,7, A moderate amount,80,55,3,60,strongly disagree,sick people,probably,63,60-64,f,some college,small city/town,2,FALSE,no,yes,yes
302,1,A lot,A little,5,TRUE,TRUE,TRUE,FALSE,3,5, A moderate amount,51,73,3,42,somewhat disagree,sick people,definitely,29,25-29,f,professional degree,small city/town,4,FALSE,no,no,unsure
303,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,0,3, A moderate amount,90,35,3,20,somewhat disagree,sick people,unsure,22,20-24,f, 4 year degree,rural area,3,Unsure,yes,no,unsure
304,1, A moderate amount, A moderate amount,6,TRUE,TRUE,TRUE,FALSE,8,6,A lot,70,40,3,70,somewhat disagree,sick people,definitely,37,35-39,m, 4 year degree,suburb,3,TRUE,no,no,yes
305,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,5,4,A lot,70,70,4,70,somewhat disagree,sick people,definitely,72,70-74,m,doctorate,small city/town,3,TRUE,no,yes,yes
306,1,A lot, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,0,3, A moderate amount,71,63,3,22,strongly disagree,sick people,definitely,44,40-44,f,doctorate,large city,3,TRUE,no,no,no
307,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,1,9, A moderate amount,100,80,2,80,somewhat disagree,sick people,definitely,21,20-24,m,highschool graduate,suburb,3,TRUE,unsure,no,no
308,1, A moderate amount, A moderate amount,7,TRUE,FALSE,FALSE,FALSE,3,7,A lot,80,64,2,27,strongly disagree,sick people,definitely,46,45-49,nb,doctorate,large city,4,TRUE,no,no,yes
312,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,3,5, A moderate amount,63,59,4,34,strongly disagree,everyone,definitely,56,55-59,m,doctorate,suburb,4,TRUE,unsure,no,yes
315,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,3,7,A little,51,72,2,10,strongly disagree,sick people,definitely,43,40-44,f,doctorate,large city,4,TRUE,no,no,yes
318,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,3,8, A moderate amount,50,60,3,50,somewhat disagree,sick people,probably,49,45-49,f,doctorate,suburb,3,FALSE,unsure,yes,yes
322,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,2,5, A moderate amount,50,80,3,20,somewhat disagree,sick people,probably,43,40-44,f,some college,suburb,4,FALSE,no,no,yes
323,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,5,8,A lot,31,79,2,72,strongly disagree,sick people,probably,52,50-54,f,doctorate,suburb,4,TRUE,no,no,yes
324,1,A lot, A moderate amount,9,FALSE,FALSE,FALSE,FALSE,0,5,A little,50,70,2,0,strongly disagree,everyone,definitely,40,40-44,f,doctorate,large city,3,FALSE,no,no,yes
327,1,A lot,A little,9,FALSE,FALSE,FALSE,FALSE,6,4,A little,48,50,4,24,somewhat disagree,sick people,unsure,41,40-44,f,some college,rural area,3,FALSE,no,no,yes
330,1, A moderate amount, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,5,6,A little,20,43,3,12,somewhat disagree,sick people,definitely,44,40-44,f,2 year degree,suburb,5,TRUE,no,no,no
332,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,TRUE,8,6,A little,20,69,3,53,strongly disagree,sick people,definitely,19,18-19,f,some college,large city,3,FALSE,no,no,yes
340,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,0,7,A lot,11,31,2,68,strongly disagree,sick people,definitely,33,30-34,f, 4 year degree,suburb,3,TRUE,no,no,unsure
345,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,3,8,A little,30,90,3,70,somewhat disagree,no one/no mask evidence,probably,52,50-54,f, 4 year degree,suburb,5,FALSE,no,no,yes
347,1,A lot,A little,5,FALSE,FALSE,FALSE,FALSE,5,5, A moderate amount,5,80,2,70,strongly agree,no one/no mask evidence,probably,42,40-44,f,professional degree,suburb,5,FALSE,no,no,no
348,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,1,7,A little,61,74,3,25,strongly disagree,sick people,definitely,53,50-54,f,some college,suburb,3,TRUE,no,yes,yes
356,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,8,8,A little,3,80,3,50,strongly disagree,sick people,definitely,48,45-49,m,doctorate,large city,4,TRUE,no,no,no
357,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,1,7,A lot,83,81,2,70,somewhat disagree,sick people,definitely,36,35-39,f, 4 year degree,small city/town,5,FALSE,no,no,no
358,1,A lot, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,1,5, A moderate amount,40,70,3,7,strongly disagree,sick people,definitely,33,30-34,f,doctorate,small city/town,3,TRUE,no,no,yes
361,1,A lot, A moderate amount,10,FALSE,FALSE,TRUE,FALSE,0,8, A moderate amount,90,30,3,20,strongly disagree,sick people,definitely,48,45-49,f,2 year degree,suburb,4,TRUE,unsure,no,yes
362,1,A little,A little,2,TRUE,FALSE,FALSE,FALSE,0,5,A lot,50,100,4,2,strongly agree,sick people,defintely not,23,20-24,f,some college,large city,3,FALSE,unsure,no,yes
364,1,A little, A moderate amount,3,FALSE,FALSE,TRUE,FALSE,4,3, A moderate amount,100,62,2,34,somewhat disagree,everyone,probably,23,20-24,m,some college,suburb,3,TRUE,yes,no,yes
365,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,3,5,A little,60,51,3,29,somewhat disagree,sick people,definitely,28,25-29,f, 4 year degree,small city/town,3,TRUE,no,no,no
368,1,A lot, A moderate amount,8,TRUE,FALSE,TRUE,FALSE,3,9, A moderate amount,67,90,3,31,somewhat disagree,sick people,definitely,50,50-54,f,doctorate,suburb,4,TRUE,no,no,yes
369,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,4,6, A moderate amount,49,85,2,50,somewhat disagree,sick people,definitely,42,40-44,f,professional degree,suburb,4,FALSE,no,no,yes
374,1,A lot, A moderate amount,10,FALSE,FALSE,TRUE,FALSE,6,7, A moderate amount,69,90,4,29,somewhat disagree,sick people,definitely,70,70-74,f,2 year degree,rural area,4,TRUE,no,yes,yes
380,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,2,6,A little,47,85,2,8,strongly disagree,sick people,definitely,39,35-39,f,highschool graduate,suburb,3,FALSE,unsure,no,yes
415,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,7,7,A little,5,83,2,28,somewhat disagree,sick people,unsure,22,20-24,f,highschool graduate,suburb,4,FALSE,no,no,no
416,1, A moderate amount,A little,3,FALSE,FALSE,FALSE,FALSE,7,8,A little,29,61,2,81,strongly agree,sick people,probably,63,60-64,f, 4 year degree,rural area,3,FALSE,no,yes,no
419,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,0,5, A moderate amount,10,95,2,55,strongly disagree,no one/no mask evidence,definitely,44,40-44,f,doctorate,suburb,5,TRUE,no,no,yes
424,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,2,5, A moderate amount,61,61,3,20,strongly disagree,sick people,definitely,51,50-54,m,doctorate,small city/town,5,TRUE,no,no,yes
426,1, A moderate amount, A moderate amount,7,TRUE,FALSE,TRUE,FALSE,2,6, A moderate amount,70,70,3,29,strongly disagree,sick people,definitely,39,35-39,f,doctorate,large city,3,TRUE,no,no,yes
427,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,4,9, A moderate amount,85,100,3,66,strongly disagree,sick people,definitely,19,18-19,m,highschool graduate,small city/town,3,TRUE,unsure,no,no
428,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,2,7,A lot,33,80,2,20,strongly disagree,sick people,definitely,19,18-19,m,less than highschool,suburb,3,TRUE,no,no,yes
432,1, A moderate amount, A moderate amount,4,TRUE,TRUE,TRUE,FALSE,2,8,A lot,68,81,5,50,somewhat disagree,sick people,definitely,18,18-19,f,some college,small city/town,1,TRUE,no,yes,yes
433,1,A lot, A moderate amount,10,TRUE,TRUE,TRUE,FALSE,2,4, A moderate amount,100,90,3,9,strongly disagree,sick people,definitely,18,18-19,f,some college,small city/town,3,TRUE,unsure,no,no
435,1,A lot, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,6,5, A moderate amount,50,90,4,51,strongly disagree,sick people,probably,19,18-19,f,highschool graduate,small city/town,3,TRUE,no,yes,no
439,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,3,5,A lot,25,50,4,60,strongly disagree,sick people,definitely,22,20-24,f, 4 year degree,suburb,3,FALSE,no,yes,yes
440,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,4,7, A moderate amount,2,97,2,15,somewhat disagree,sick people,unsure,18,18-19,f,highschool graduate,large city,3,TRUE,no,no,yes
443,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,4,6,Not at all,50,70,3,60,somewhat disagree,sick people,definitely,20,20-24,f,some college,suburb,3,FALSE,no,yes,yes
449,1,A lot,A little,7,FALSE,FALSE,FALSE,FALSE,0,10,A lot,93,48,3,29,somewhat disagree,sick people,definitely,26,25-29,f,professional degree,small city/town,2,TRUE,no,no,no
450,1,A lot, A moderate amount,10,FALSE,FALSE,TRUE,FALSE,0,7,A lot,47,70,2,20,strongly disagree,sick people,definitely,35,35-39,f,doctorate,suburb,4,TRUE,unsure,no,yes
451,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,1,7,A lot,70,59,4,25,strongly disagree,sick people,definitely,35,35-39,f,doctorate,large city,1,TRUE,no,yes,yes
455,1,A little,Nothing at all,4,FALSE,FALSE,TRUE,FALSE,5,4,A little,50,71,3,70,strongly disagree,sick people,definitely,19,18-19,m,some college,small city/town,2,TRUE,unsure,yes,yes
458,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,TRUE,4,7,A little,17,79,3,50,somewhat disagree,sick people,probably,19,18-19,f,some college,small city/town,4,FALSE,no,no,unsure
460,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,3,5, A moderate amount,50,60,3,35,somewhat disagree,sick people,probably,23,20-24,f,professional degree,small city/town,4,TRUE,no,no,no
462,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,4,7,A lot,10,100,2,14,somewhat disagree,sick people,definitely,44,40-44,f,professional degree,large city,4,TRUE,no,no,no
464,1,A lot, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,1,5,A lot,51,50,3,48,somewhat disagree,sick people,definitely,19,18-19,f,some college,suburb,3,TRUE,unsure,no,yes
465,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,4,7, A moderate amount,50,69,3,75,somewhat disagree,sick people,probably,37,35-39,m,professional degree,large city,3,FALSE,no,unsure,unsure
469,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,1,5, A moderate amount,50,100,3,29,strongly disagree,sick people,definitely,46,45-49,f,doctorate,suburb,4,TRUE,unsure,no,yes
470,1, A moderate amount, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,7,7, A moderate amount,70,100,2,48,somewhat disagree,everyone,definitely,19,18-19,m,some college,small city/town,1,TRUE,yes,yes,yes
471,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,0,4, A moderate amount,19,100,3,20,strongly disagree,sick people,unsure,31,30-34,f,professional degree,large city,5,TRUE,no,no,yes
478,1,A lot, A moderate amount,9,FALSE,FALSE,FALSE,FALSE,9,7,Not at all,76,88,4,64,strongly disagree,sick people,probably,72,70-74,f, 4 year degree,suburb,4,TRUE,no,yes,no
483,1,A lot, A moderate amount,9,FALSE,FALSE,FALSE,FALSE,1,5,A little,90,50,3,12,strongly disagree,sick people,definitely,34,30-34,f,professional degree,large city,2,TRUE,no,yes,yes
485,1,A lot, A moderate amount,6,TRUE,FALSE,TRUE,FALSE,3,3, A moderate amount,60,70,3,20,somewhat disagree,sick people,definitely,21,20-24,m, 4 year degree,small city/town,4,FALSE,no,no,no
487,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,3,4, A moderate amount,45,80,2,50,somewhat disagree,sick people,definitely,34,30-34,f, 4 year degree,large city,3,FALSE,no,no,no
488,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,6,8, A moderate amount,71,20,2,62,somewhat disagree,sick people,probably,31,30-34,m,professional degree,small city/town,3,TRUE,no,no,yes
490,1,A little,A little,5,FALSE,FALSE,TRUE,FALSE,5,7, A moderate amount,10,79,3,70,somewhat disagree,no one/no mask evidence,definitely,45,45-49,f,professional degree,small city/town,3,FALSE,no,no,yes
491,1,A lot,A little,8,FALSE,FALSE,FALSE,FALSE,0,7,A lot,60,50,3,14,strongly disagree,sick people,definitely,47,45-49,f,doctorate,suburb,4,FALSE,unsure,no,yes
492,1,A lot,A little,7,FALSE,FALSE,FALSE,FALSE,0,3, A moderate amount,10,30,2,80,somewhat disagree,sick people,definitely,24,20-24,f,professional degree,large city,3,TRUE,no,no,no
494,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,0,3,A little,69,71,2,2,strongly disagree,sick people,definitely,42,40-44,f,doctorate,suburb,4,TRUE,no,no,yes
533,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,3,4, A moderate amount,91,71,6,9,strongly disagree,everyone,definitely,60,60-64,f, 4 year degree,large city,2,TRUE,unsure,yes,yes
535,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,8,7,A lot,50,100,2,35,strongly disagree,sick people,definitely,26,25-29,f,professional degree,small city/town,3,FALSE,no,no,yes
536,1, A moderate amount, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,7,3, A moderate amount,67,90,4,89,somewhat disagree,sick people,definitely,42,40-44,f,professional degree,suburb,3,FALSE,unsure,no,yes
537,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,5,7,A lot,53,66,3,29,strongly disagree,sick people,definitely,62,60-64,f,highschool graduate,suburb,3,FALSE,no,no,yes
538,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,3,5,A little,66,71,3,20,strongly disagree,sick people,probably,30,30-34,f, 4 year degree,suburb,3,TRUE,yes,yes,yes
